,Max_CTE,Min_TLC,RMS_Jerk_Long,RMS_Jerk_Lat,Max_Jerk_Long,Max_Jerk_Lat,Total_Evasions,LDR_Percent
u_sun_alt,-0.5956164400283481,0.10782378329633674,0.023533256883825016,-0.06502999702707923,-0.0814612889817915,-0.2423832606691218,-0.3734567987401914,-0.379165360893001
u_clouds,-0.018626960412267995,-0.11655619766802415,0.21178773060288278,0.056078484978918354,0.05660366481932336,-0.32132857929656344,-0.16505790804988754,-0.17074348982131357
u_rain,-0.08011985982794849,-0.003294205525295999,-0.10398609382783512,0.09785661108504402,0.025012400472526737,0.011790328622280438,0.006086745730750472,0.01898768444818793
u_wetness,0.5219125024574032,-0.4252971670899849,-0.037292637504839445,-0.14020369916044467,0.2986053657452392,-0.2775750388034691,0.5123883446417474,0.5057766340995871
u_fog_den,-0.09326453283288308,-0.029481925354032778,-0.15990419521675844,-0.07297604716095557,0.026829849356393265,0.01985708901971643,-0.09011192869714117,-0.121720188006826
